text	user_id	news_id	cluster
Buy a bigger knife Chris.	512868155	politifact15512	0
Yeah, right...  10 Hail Marys.	20925446	politifact15512	0
Remove the walls and disarm the Vatican first until then any attempt to disarm the USA will be delt with extreme prejudice #SecondAmendment	516635709	politifact15512	0
No disrespect to the left leaning Pope but HELL NO! People are the problem not guns. Take them away then other ways of killing people will increase. There is evil in the world & decent people need the ability to be able to protect themselves from it. #2A #NRA	79939817	politifact15512	2
Hopefully he keeps his word and retires.	733001431498805248	politifact15512	2
 NO !	783192608	politifact15512	1
Come and take them.	3039089430	politifact15512	0
"This pope is evil.  Ever since he became the ""Pope"" he has went against what we all have been taught growing up."	951223943276277760	politifact15512	0
"Not My Pope!
That devil will get his day!"	29967056	politifact15512	2
And his Swiss Guards..?	816374747919360000	politifact15512	0
Let's guess if he's giving up his private armed security.	745371052230877184	politifact15512	2
His private army giving up there guns  I think not	19834504	politifact15512	2
The wall is there to cover up the pedi ring	274074181	politifact15512	1
At times like these I'm glad I'm Christian and not Catholic.	297057022	politifact15512	0
You said it!	745371052230877184	politifact15512	2
I like this idea better. How about if we shut down the perverted Catholic church for crimes against humanity and paedophilia, and arrest and lock up all these perverts that are destroying children's lives. #TimePhoneHack the Catholic church.	972946585280638976	politifact15512	2
#BlackPopenotmyPope	18175352	politifact15512	2
"The WaPo reporter also does not have the best ""track record"" just based on who she works for.Roy Moore's accusers therefore should speak for themselves."	718879123993534465	politifact14749	0
She looks like a lying bitch.	703042911101968385	politifact14749	2
#leftReachesNewLow	844266685	politifact14749	1
A leftist that will pay for and work with rhinos in collusion to undermine a Conservative candidate can you say Russian dossier	806286631678447617	politifact14749	0
What a shocker!	34339467	politifact14749	1
#FakeNews Potus said not to,trust MSM another example #MooreSenate	2244103856	politifact14749	2
Liar paid well to tell the lies.	927712047617409024	politifact14749	0
I bet she knows Lisa Bloom or Gloria Allred.	3669275308	politifact14749	2
I'll make up something for 500	1163835008	politifact14749	1
Just another shining example of the Fake It to Make it group! #diditreallyhappen	755717993427046400	politifact14749	2
FOLLOW HER MONEY	19937107	politifact14749	1
Fake News Alert!!!!	246331383	politifact14749	0
VERY true. There is a special place in hell for predators like Roy Moore. I hope he gets jailed.	4288301801	politifact14749	0
"Wow, using a ""source"" that is rated as Far Right Propaganda.
Not looking too smart there Tania.
But, if being pulled by the nose is your thing....have fun"	852958332	politifact14749	0
NOPE ... You posted a #FakeNews website .. Try again LIGHTWEIGHT !!	819728862489755648	politifact14749	2
What the hell, abolish them all, make the democrats happy.	888839328364933122	politifact14749	2
"Right ... ever heard of something called ""personal responsibility""? Your party used to value that. Spare us the phony victim card, OK?"	18950944	politifact14749	0
This just gets curiouser and curiouser	28033842	politifact14749	0
OMG! She bounced a check?!? Lock her up! Lock her up! 	796103028478791680	politifact14749	2
Their mouths are moving, you know what that means.	197962615	politifact14749	2
Lock her up	905869350279766018	politifact14749	2
Surprised Not!	4840937793	politifact14749	1
"I picked up on that too, ""He asked me for my number..."" girls in '79 didn't have telephones."	539578537	politifact14749	0
I knew it was y. I don't buy any of it!	110751546	politifact14749	2
No surprise	888716328273686528	politifact14749	1
Surprise surprise	802999064442740736	politifact14749	1
WaPo has been caught lying frequently over the past several years	1145400012	politifact14749	2
Stephanie    ---the real  fake alligator   does it a gain.  Anmd the damn  computer won't let me spell   ALLEGATOR.      fANG	2323783152	politifact14749	0
"Yeah....as a 32 year old he ""dated"" 16 year olds....Sean Hannity's interview should have effectively ENDED Roy Moore's Senate run..."	927902193759305731	politifact14749	0
"""Out of his customary behavior?"".... he's guilty....game over...."	927902193759305731	politifact14749	0
Admits he dated teenage girls (14-16) as an adult....(30+).....not acceptable.....	927902193759305731	politifact14749	0
"Yeah.....um....watch the Hannity interview earlier today....""dated"" 14-16 year olds in his 30's......and multiple witnesses who were willing to speak on the record?"	927902193759305731	politifact14749	2
'POS' !!!!!!!!!!! SHE SHOULD BE BRAINWASHED !!!!!!!	747270848	politifact14749	2
You are spreading #RUSSIAN Propaganda to help get a Child Molester elected to the U.S. Senate.	480875170	politifact14749	0
That was a requirement on the resume.  Number 1 discriminator on the job req.	4700833512	politifact14749	2
You just had to know this came out of the demorat rot bag== when.wacko wapo is the story teller it is always horse manure	3107822628	politifact14749	2
Of course!	874714596	politifact14749	1
Ideal WaPo employee.	3300913908	politifact14749	0
 Dirty Dims...it fits.	206426068	politifact14749	0
How is she still a reporter	59024196	politifact14749	1
She looks very sneaky.	3968865322	politifact14749	2
Fact: Every legislation giving equal rights in America was republican sponsored.	85493224	politifact14991	0
NO MORE GOD DAM KENNEDY'S, BUSH'S, CLINTONS OR OBAMAS!  WE HAVE HAD ENOUGH.	758488562509635584	politifact14991	0
Everyone makes mistakes now and then.	414376765	politifact14991	0
I am glad you are to admit it. Have a good day.	859915567574245378	politifact14991	0
Derp.	737474932607614977	politifact14991	2
???	735716328040865792	politifact14991	0
I wish someone would burp him properly after a feed	1552815410	politifact14991	1
I'm French and Portuguese from Fall River Mass. We didn't found the place we were immigrants.	865454384381009924	politifact14991	0
Well, drool me a river!	532036852	politifact14991	2
English immigrants? Or at least the descendants of English immigrants that came here legally- ie there were no laws against the way they came	28239343	politifact14991	2
Yeah, Colonists were not immigrants and they built that town in 1600 long before the USA even existed.	532457531	politifact14991	0
This Drooler is not interested in the Truth!	134703096	politifact14991	2
"That would be the ""Lizzy Borden"" family! Can you imagine, A Kennedy, A murder, and a body of water, with a bridge, and this is the visual for the Democrats. Not Smart!!"	579221658	politifact14991	0
Being democrat means lie, lie, lie!!!!!	895366885356838912	politifact14991	0
Democrats can say and make there statements and lies and the liberal bias mainstream media will get onboard	989787440	politifact14991	2
These Americans shouldn't have to pay for anything 	805979244270534657	politifact14500	1
it's from a satirical/fake news site. Not true.	81713857	politifact14500	0
I have not seen any other reference to this.	821121609259958272	politifact14500	0
This woman truly a mental case.Every American needs to see what she will do for a buck. So corrupt. RT RT RT RT RT & this is showing love.	782379028279943169	politifact14500	0
If it's true, it's very believable	738551881337688064	politifact14500	2
it's probably why they took them in the first place, pawns	532603860	politifact14818	2
For those of you screeching ENTITLEMENT THAT CAN NEVER BE REDUCED, existing law and SCOTUS precedent makes you look like an imbecile.	7227662	politifact3428	2
Also, there's no savings account that contains money you have paid into Soc. Sec. The current taxes go to pay the current payees. Period.	7227662	politifact3428	0
crooked impeached attorney general. Birds of a feather	765914444073500672	politifact10533	0
